post_id,platform,url,caption,transcript,creator,published_at,likes,comments_reported,views,waves,raw_refs,seed_id,seed_notes,media_type,paid_partnership,input_url,theme_tags,category,category_method,transcript_status,retrieved_at,comments_collected,substantive_candidates
ig:DcRYoqrg8Zc,instagram,https://www.instagram.com/p/DcRYoqrg8Zc/,"Comment SHOP and I’ll send you my favorite pieces for dressing between seasons 🤎 The trick to dressing between summer and fall? Keep the breathable summer pieces, but bring in deeper colors, richer textures, and fall-forward accessories. 

#transitionalstyle #falloutfitideas #fallstyle #transitionalstyle 
.
.
.
.
how to dress between summer and fall, summer to fall outfits, transitional outfit ideas, early fall outfits, what to wear in August, how to dress for fall when it’s hot, casual fall style, transitional wardrobe essentials",,wear_this_next,2026-08-20T18:21:47.000Z,277,314,15503,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=140""]",,,Video,False,https://www.instagram.com/wear_this_next/,"[""outfit_upgrade"", ""seasonal_woven"", ""travel_scale""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,1,0
ig:Dc34iT2z_uT,instagram,https://www.instagram.com/p/Dc34iT2z_uT/,Californiamaxxing,,shezzy.jpeg,2026-09-04T17:06:59.000Z,6,0,153,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=141""]",,,Video,False,https://www.instagram.com/shezzy.jpeg/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,0,0
ig:DcR35qMT24p,instagram,https://www.instagram.com/p/DcR35qMT24p/,My favourite non-basic wedding guest dresses on the internet rn! Comment WEDDING GUEST for the full edit #weddinggueststyle #weddingguestdress #blacktie #styleinspo #cocktaildress,,catspanti,2026-08-20T22:51:58.000Z,1493,1710,74161,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=142""]",,,Video,False,https://www.instagram.com/catspanti/,"[""outfit_upgrade"", ""logo_independence""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,0
ig:DciO137znlQ,instagram,https://www.instagram.com/p/DciO137znlQ/,"Dressing for that in-between season - when it’s technically still winter but your wardrobe is ready for spring. A matching Mossman jacket and skirt, layered with a Witchery knit and finished with Nine West slingbacks - the transeasonal pieces currently making the case for a spot in my wardrobe, all found at @myer. #AD",,catspanti,2026-08-27T07:19:53.000Z,-1,58,890223,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=144""]",,,Video,True,https://www.instagram.com/catspanti/,"[""outfit_upgrade"", ""social_judgment"", ""seasonal_woven""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,5
ig:Dc7mem2zF5s,instagram,https://www.instagram.com/p/Dc7mem2zF5s/,"Fall is around the corner, 3 peices I’m adding from @onequince to my rotation for the season 🍂 

shop Quince Canada with CAD pricing, duties included, free shipping and easy returns for 365 days. new customers get 10% off with my code INFG-26SHEZZYMP410 🔗 link in bio 

#QuincePartner #outfitinspo #mensfashion #outfideas #fallfashion",,shezzy.jpeg,2026-09-06T03:49:20.000Z,38,3,1252,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=146""]",,,Video,False,https://www.instagram.com/shezzy.jpeg/,"[""outfit_upgrade"", ""seasonal_woven"", ""travel_scale"", ""purchase_trigger""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,3,0
ig:DdD2FjKzMtH,instagram,https://www.instagram.com/p/DdD2FjKzMtH/,"Understated on the outside. Spacious on the inside.

Meet the Eden Shoulder Bag.

#VESTIRSI","Hi, I'm Monica. Let me show you what's in my Eden bag. I'm obsessed with this bag because it's the perfect shoulder bag. It's roomy, fits everything I need, but it's not bulky and goes with every outfit. Today, I've bought my pebbled leather. I also have this in brown suede, but I was feeling leather today. So I always have a notebook to write down ideas or sketch new concepts, makeup of course, a bit of perfume, keys. Can't get far without them. And then my phone and my glasses.",shopvestirsi,2026-09-09T08:35:06.000Z,-1,0,2630,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=148"", ""raw/12-ig-discovery-transcripts-items.json#row=51""]",,,Video,False,https://www.instagram.com/p/DdD2FjKzMtH/,"[""outfit_upgrade"", ""quality_material"", ""logo_independence"", ""travel_scale"", ""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,0,0
ig:DafMqV8NdSg,instagram,https://www.instagram.com/p/DafMqV8NdSg/,C’est@forttt,,arntreal.co,2026-07-07T09:58:40.000Z,405,8,12145,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=149""]",,,Video,False,https://www.instagram.com/arntreal.co/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,5,2
ig:Dc7FJUBTom3,instagram,https://www.instagram.com/p/Dc7FJUBTom3/,"Gap is in a new era 📈

@gap @zacposen 

#bags #gapbag #fashion #bagsformen #gap","Gap is having the best glow up in fashion right now. Hermes has the Birkin, La Mer has the croissant, Gap just entered the chat. I didn't see this coming, but it's such a smart move on their end. Gap Bags is launching September 8th and they tapped the guy who turned Coach into a billion dollar brand. Five new pieces all rooted in Gap's DNA. I really love the way they incorporated denim with the silhouette. I think it's such a cool and unique bag that honestly I've never seen anything like it on the market. They maintain the brand's heritage while creating something completely new. Bag market is really hot right now and I feel like it's such a smart way to enter it. Just giving Telfar energy, I feel like people are going to snap up these bags right away. Ever since Gap brought in Zach Posen as their new creative director, RAN has been on a whole different level. It's been really cool to see what they've been coming out with. Let me know what you guys think of the collection.",shezzy.jpeg,2026-09-05T22:57:37.000Z,219,6,7593,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=150"", ""raw/12-ig-discovery-transcripts-items.json#row=2""]",,,Video,False,https://www.instagram.com/p/Dc7FJUBTom3/,"[""designer_spend"", ""social_judgment""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,6,1
ig:DblRKclgC8R,instagram,https://www.instagram.com/p/DblRKclgC8R/,"Comment SHOP for links and code Marisa25 for 25% off sitewide ✨ These are the pieces I’ve been reaching for on repeat this summer - timeless, breathable, versatile, and so easy to style. 💛 @juanacareco 

#elevatedbasics #summerwardrobe #capsulewardobe #casualoutfits 
.
.
.
.
new fashion brand, elevated basics, summer wardrobe essentials, capsule wardrobe, timeless wardrobe staples, sustainable fashion, breathable clothing, travel outfits, resort wear, versatile clothing, effortless style, transitional dressing, minimalist wardrobe, wardrobe basics, vacation outfits",,wear_this_next,2026-08-03T15:11:35.000Z,86,100,12519,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=151""]",,,Video,False,https://www.instagram.com/wear_this_next/,"[""old_money"", ""euro_trip"", ""outfit_upgrade"", ""logo_independence"", ""seasonal_woven"", ""travel_scale""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,5,2
ig:DcppflrTwv1,instagram,https://www.instagram.com/p/DcppflrTwv1/,"summer in California 

#california #losangeles #cali",,shezzy.jpeg,2026-08-30T04:26:10.000Z,1,0,157,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=152""]",,,Video,False,https://www.instagram.com/shezzy.jpeg/,"[""seasonal_woven""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,0,0
ig:DcoBDAbRq-y,instagram,https://www.instagram.com/p/DcoBDAbRq-y/,"Comment SHOP and I’ll send you my favorite options 🤍 Five pieces worth buying now—and wearing straight through October. From lightweight knits and dark-wash denim to utility pants, easy jackets, and suede bags, these are the pieces that make the transition into fall so much easier. 

#fallstyleinspo #falloutfitideas #fallfashion #wearnowwearlater 
.
.
.
.
fall transitional outfits, wear now wear later fashion, pieces to buy for fall, August to October outfits, lightweight fall layers, dark wash denim outfits, cargo pants for fall, carpenter pants outfit ideas, casual fall style, fall wardrobe essentials","Here are five pieces worth buying right now that you can wear from August through October. First is a lightweight knit. Wear it now with shorts or draped over your shoulders, then pair it with jeans and layer it under a jacket once it gets cold. Second is dark wash denim. They already feel like fall, but I've already started to wear them now with a tank and sandals, and then I'll transition them to a sweater with loafers or boots. Third is a lightweight jacket. Suede works great here, satin, a barn jacket, or even a trench. You only may need it for cooler mornings or evenings right now, but by October it will become an everyday layer. Next is a cargo or carpenter pant. I love them in khaki, dark green, washed brown, and right now I'm wearing it with a tank and sandals, but I'm so excited to wear them with a knit and slim sneakers once the weather gets colder. And finally, a suede or leather handbag. It's such an easy way to make your August outfits feel like fall, and it will work with everything you're wearing through October. I'm going to make a bunch of my favorite pieces, so comment below if you'd like to shop.",wear_this_next,2026-08-29T13:17:27.000Z,382,613,23972,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=153"", ""raw/12-ig-discovery-transcripts-items.json#row=8""]",,,Video,False,https://www.instagram.com/p/DcoBDAbRq-y/,"[""designer_spend"", ""outfit_upgrade"", ""quality_material"", ""seasonal_woven"", ""travel_scale"", ""purchase_trigger""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,1,0
ig:DdHpCgyO2BZ,instagram,https://www.instagram.com/p/DdHpCgyO2BZ/,"Don’t buy Hermes ties, chose these 5 instead !",,connoisseurbyhugo,2026-09-10T19:59:24.000Z,196,58,14300,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=154""]",,,Video,False,https://www.instagram.com/connoisseurbyhugo/,[],handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,3
ig:DcwsqElzeW1,instagram,https://www.instagram.com/p/DcwsqElzeW1/,Prints & croc-effect leather in this weeks cart! Comment BUY for the links #styleguide #zebraprint #croc #falloutfit #whatsinmycart,,catspanti,2026-09-01T22:10:18.000Z,1478,1657,55753,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=155""]",,,Video,False,https://www.instagram.com/catspanti/,"[""outfit_upgrade"", ""quality_material"", ""seasonal_woven"", ""travel_scale""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,2,1
ig:DctaRiKoIS-,instagram,https://www.instagram.com/p/DctaRiKoIS-/,My favorite luxury watch,ساعة دي من أوميجا. أنا شايفة إن ساعات أوميجا كلها تايملس وشيك وإليجنت، بتحافظ على سعرها جدا، الريسيل فاليو بتاعها قوي، محبوبة جدا في الماركت، وكمان التكنولوجيا والساعات نفسها معمولة بشكل حقيقي رائع جدا. علشان كده أنا شايفة إنها تستاهل فلوسك.,_rania.haggag_,2026-08-31T15:30:01.000Z,59,1,8445,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=156"", ""raw/12-ig-discovery-transcripts-items.json#row=12""]",,,Video,False,https://www.instagram.com/p/DctaRiKoIS-/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,1,0
ig:DcEAe0pADRj,instagram,https://www.instagram.com/p/DcEAe0pADRj/,"Comment BAG to shop 🤎 The fall handbags you’re about to see everywhere 👀 From crocodile and oversized soft leather bags to embroidery, clutches, rounded shapes and rich burgundy—these are the biggest fall handbag trends to know now.

#falltrends #fallfashiontrends #fallstyle #fallbags 
.
.
.
.
fall handbag trends 2026, fall bag trends, handbag trends 2026, fall handbags, burgundy handbags, crocodile handbags, oversized shoulder bags, clutch bags, fall accessories, designer handbag trends, Chanel maxi flap, The Row handbags, Balenciaga Rodeo","Let's rapid fire through the biggest fall handbag trends you are about to see everywhere, starting with croc. Croc embossed leather is going to be huge, adding interest and texture to even the simplest bags, and it feels especially rich for fall. Next we have to talk about oversized shoulder bags. We are moving away from those really structured shapes and towards larger bags in soft leather that have this really relaxed feel. The Chanel maxi flap should be everyone's inspiration. Embroidery is another big one. We're seeing bags with more intricate detail and craftsmanship, which makes them feel really special. It is all about a clutch, but not just for evening. Think larger, more relaxed clutches that can carry you during the day and can be worn with everything from denim to tailoring. We are loving a rounded top handle bag. We're seeing softer curves and rounded shapes that still feel classic, but a little bit more current. The row is doing this really well. Finally, we have to talk about the color burgundy. This is going to be one of the biggest handbag colors for fall, and you should treat it as a neutral. It works with black, brown, gray, camel, denim, literally anything in your fall wardrobe. I have made an edit of all my favorite fall handbags that I have seen so far, so comment below if you'd like to shop.",wear_this_next,2026-08-15T13:37:27.000Z,851,1133,40586,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=157"", ""raw/12-ig-discovery-transcripts-items.json#row=43""]",,,Video,False,https://www.instagram.com/p/DcEAe0pADRj/,"[""old_money"", ""outfit_upgrade"", ""quality_material"", ""seasonal_woven"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,100,0
ig:DcMPESYgorP,instagram,https://www.instagram.com/p/DcMPESYgorP/,"Comment PANTS for my favorites 🤎 The only three casual pants you need for fall: dark-wash jeans, relaxed cargo pants, and corduroys. Easy to style, comfortable to wear, and guaranteed to give your fall basics an update.

#fallstyleinspo #fallfashion #casualstyle #fallwardrobe 
.
.
.
.
fall casual pants, casual pants for fall, fall pants trends 2026, dark wash jeans for fall, how to style cargo pants, corduroy pants outfits, fall wardrobe essentials, casual fall outfit ideas, everyday fall style, women’s fall fashion 2026",,wear_this_next,2026-08-18T18:22:34.000Z,695,2151,45125,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=158""]",,,Video,False,https://www.instagram.com/wear_this_next/,"[""outfit_upgrade"", ""logo_independence"", ""seasonal_woven"", ""travel_scale""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,0
ig:DcQ2N5_I2Hx,instagram,https://www.instagram.com/p/DcQ2N5_I2Hx/,Part 3 Worth your money vs doesn’t worth your money #jewelry #labgrowndiamonds #diamond,,_rania.haggag_,2026-08-20T13:20:21.000Z,1473,82,160230,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=159""]",,,Video,False,https://www.instagram.com/_rania.haggag_/,"[""designer_spend""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,14,13
ig:Dcl6H05OU0U,instagram,https://www.instagram.com/p/Dcl6H05OU0U/,"Five of my favorite Little Luxuries, pt 4
Comment fun to get a link to check them out.

@aeropress 
@funboy 
@vacationinc 
@keepyourcadence 
@goflaus",,calebulf,2026-08-28T17:34:39.000Z,904,367,58016,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=160""]",,,Video,False,https://www.instagram.com/calebulf/,"[""euro_trip""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,0
ig:DcOtHPUuA9a,instagram,https://www.instagram.com/p/DcOtHPUuA9a/,The most underrated life upgrade is an incredible mattress @casper featuring the Casper Snow #ad,,calebulf,2026-08-19T17:19:39.000Z,139,1,12676,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=161""]",,,Video,True,https://www.instagram.com/calebulf/,"[""new_brand""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,1,1
ig:DcwLleUoaix,instagram,https://www.instagram.com/p/DcwLleUoaix/,Lab grown diamonds are scam,,_rania.haggag_,2026-09-01T17:20:00.000Z,40,1,9340,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=162""]",,,Video,False,https://www.instagram.com/_rania.haggag_/,"[""markup_skepticism""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,1,0
ig:DcqfupVoI7q,instagram,https://www.instagram.com/p/DcqfupVoI7q/,This what I think about this bag #luxurybag,شنط زديقن بلتر حقيقية حلوة جدا معمولة من جلد طبيعي مش بس الشنط يا جماعة السنيكرز بتاعتهم والبوتس وكل الفوتوير عندهم حقيقية قديله عشرة من عشرة الحاجات بجد معمولة حلوة جدا بحس ان كل قطعة بتحكي قصة مختلفة ممكن تخلي الاؤتفوت بتاعك ولبسك مختلف وليه بصمة معينة لو عرفتي تستايلت صح. ستيلا مكرني أنا بشوف انها شنطها معمولة من فيجن لاثر. عندي بعض القممس عليها ستيلا فالابلا باج بصراحة حسها منتشرة جدا.,_rania.haggag_,2026-08-30T12:19:46.000Z,9,1,1880,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=163"", ""raw/12-ig-discovery-transcripts-items.json#row=18""]",,,Video,False,https://www.instagram.com/p/DcqfupVoI7q/,"[""social_judgment""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,1,0
ig:DdGiX3omaLa,instagram,https://www.instagram.com/p/DdGiX3omaLa/,"Spring dressing, finished with the Vera Baguette.

As seen on @itslucydamin 

#VESTIRSI","Her forte was graphic art and her designs were often highly imaginative, yet still conveyed a rather conservative spirit.",shopvestirsi,2026-09-10T09:40:02.000Z,-1,0,1790,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=164"", ""raw/12-ig-discovery-transcripts-items.json#row=7""]",,,Video,False,https://www.instagram.com/p/DdGiX3omaLa/,"[""outfit_upgrade""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,0,0
ig:DcOTLRoJ9OQ,instagram,https://www.instagram.com/p/DcOTLRoJ9OQ/,"Entering First Class ✈️✨

One money rule I live by: spend on experiences that are worth it.

#Chexy #ChexyFirstClass #MoneyMindsetShift #WealthBuilding #MoneyHack",,chexy.money,2026-08-19T13:30:06.000Z,149,25,12783,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=165""]",,,Video,False,https://www.instagram.com/melissasollee/,"[""designer_spend"", ""old_money""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,7
ig:Dc9V7iqzXZA,instagram,https://www.instagram.com/p/Dc9V7iqzXZA/,"@gap is having the biggest glow up in fashion right now 

 #fashion #bags #bagsformen #gapbags","Hermes has the Birkin, Balmain has a croissant, Gap just entered the chat. Gap bags is launching September 8th and they tapped the guy who turned Coach into a billion dollar brand. I really love the way they incorporated denim with this silhouette, I think it's such a cool and unique bag that honestly I've never seen anything like it on the market. They maintained the brand's heritage while creating something completely new. Bag market is really hot right now and I feel like it's such a smart way to enter it. It's giving Telfar energy, I feel like people are going to snap up these bags right away. Five new pieces all rooted in Gap's DNA. Let me know what you guys think of the collection.",shezzy.jpeg,2026-09-06T20:00:49.000Z,100,3,4912,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=166"", ""raw/12-ig-discovery-transcripts-items.json#row=37""]",,,Video,False,https://www.instagram.com/p/Dc9V7iqzXZA/,"[""designer_spend"", ""social_judgment""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,3,1
ig:Dc4oed8TInF,instagram,https://www.instagram.com/p/Dc4oed8TInF/,"refreshed my fall wardrobe with @onequince and these 3 pieces have already earned a permanent spot in the rotation 🍂 shop Quince Canada with CAD pricing, duties included, free shipping and easy returns for 365 days. new customers get 10% off with my code INFG-26SHEZZYMP410 🔗 link in bio

#QuincePartner",,shezzy.jpeg,2026-09-05T00:06:45.000Z,0,0,281,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=167""]",,,Video,False,https://www.instagram.com/shezzy.jpeg/,"[""outfit_upgrade"", ""seasonal_woven"", ""purchase_trigger""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,0,0
ig:DafCEB2zOGS,instagram,https://www.instagram.com/p/DafCEB2zOGS/,"A new chapter in Italian craftsmanship. The Woven Collection, arriving July ’26.

Sign up to receive your exclusive first access via the link in our bio.

#VESTIRSI",,shopvestirsi,2026-07-07T08:25:11.000Z,-1,39,8717,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=168""]",,,Video,False,https://www.instagram.com/shopvestirsi/,"[""european_style"", ""quality_material"", ""seasonal_woven""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,8
ig:DcO9QzOoKXs,instagram,https://www.instagram.com/p/DcO9QzOoKXs/,Which would you prefer #luxurybags,أختار بين الشنطتين دول على أساس إيه؟ الموضوع سهل جدا. أول حاجة فكري على الري سيل فاليو. علشان كده هقولك إن الفانتي باج تقدري تجيبيها من الساكندري ماركت بأسعار تحفة جدا وفعلا فعلا أحسن بكتير ما هتشتريها من الري تيل. ماين ديور أنا بشوفها كلاسي وأليجنت وشيك وفيها كمان الأكسسوريز أو فيها الهارد وير بتاعها اللي هو ديور. حقيقة تديكي توتش مختلفة تماما تقدري تلبسيها الصبح وبالليل تقدري تستايلت بكذا طريقة علشان كده بقولك ماين ديور طبعا.,_rania.haggag_,2026-08-19T19:39:25.000Z,14,2,3948,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=169"", ""raw/12-ig-discovery-transcripts-items.json#row=27""]",,,Video,False,https://www.instagram.com/p/DcO9QzOoKXs/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,1,1
ig:DdBYsNKTtel,instagram,https://www.instagram.com/p/DdBYsNKTtel/,"Office appropriate. After-hours approved.

Gia is the bag that can do both.

#VESTIRSI",...,shopvestirsi,2026-09-08T09:40:06.000Z,-1,6,6195,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=170"", ""raw/12-ig-discovery-transcripts-items.json#row=33""]",,,Video,False,https://www.instagram.com/p/DdBYsNKTtel/,"[""social_judgment"", ""work_polish""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,3,0
ig:DctUggloWmq,instagram,https://www.instagram.com/p/DctUggloWmq/,My thoughts about your favorite bag brand #stylingtips #luxurybags,ناس كتير بتسألني عن رأيي في شوناط استايلة مقاني. لو هنتكلم على الماتريال هي كلها معمولة من فيجن لاذر ولازم تتعلمي ازاي تحافظي على الفيجن لاذر علشان ما يقشرش معيك وانا كنت عملت فيديوهات كتيرة جدا ازاي تحافظوا عليه. تاني حاجة لو هنتكلم على الديزاين فانا شايفة ان الديزاين بتاعهم الفعلة بلا باج ممكن اديله ستة من عشرة هو منتشر قوي بس محبوب. افتكروا ان انتو شوناط استايلة مقاني وغيرها براندز كتيرة جدا تقدر تشتروها من على لافل شوز بتامبرسانت ديسكاونت هسيب لكم الديسكاونت كود داون بلو.,_rania.haggag_,2026-08-31T14:40:51.000Z,261,18,30204,"[""08-ig-creator-expansion"", ""12-ig-discovery-transcripts""]","[""raw/08-ig-creator-expansion-items.json#row=171"", ""raw/12-ig-discovery-transcripts-items.json#row=25""]",,,Video,False,https://www.instagram.com/p/DctUggloWmq/,[],handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,automatic_unverified,2026-09-11,12,9
ig:DdCg5gXTjJ_,instagram,https://www.instagram.com/p/DdCg5gXTjJ_/,We loveeee finding unique brands and came across this Aussie gem @cerazaela 🤍,,annalise_salm,2026-09-08T20:12:12.000Z,-1,4,11165,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=172""]",,,Video,False,https://www.instagram.com/annalise_salm/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,3,1
ig:DcMRIZquFvf,instagram,https://www.instagram.com/p/DcMRIZquFvf/,"5 carry on luggage worth the money 

comment “carry” to get a link to my favs

recommendations followed by a good rant on how everything is great and terrible.",,calebulf,2026-08-18T18:42:07.000Z,315,267,30138,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=173""]",,,Video,False,https://www.instagram.com/calebulf/,"[""designer_spend"", ""euro_trip"", ""travel_scale""]",handbag_context,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,0
ig:DdDJoyfy2hd,instagram,https://www.instagram.com/p/DdDJoyfy2hd/,"Brands to keep an eye on this year 👀👀

PSA ive added these to my 500+ brand cheat sheet - your go to directory for any occasion including: Capsule wardrobe, swimwear, wedding guest dresses, holiday outfits and more! 

Comment SHEET and I’ll send it to you 🤍",,annalise_salm,2026-09-09T02:09:10.000Z,1253,228,56561,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=174""]",,,Video,False,https://www.instagram.com/annalise_salm/,"[""euro_trip"", ""outfit_upgrade"", ""travel_scale""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,0
ig:Dc8FdbezQW4,instagram,https://www.instagram.com/p/Dc8FdbezQW4/,"Your 9-5 uniform.

Woven Bianca as seen on @dana_zkt 

#VESTIRSI",,shopvestirsi,2026-09-06T08:15:06.000Z,-1,2,5040,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=175""]",,,Video,False,https://www.instagram.com/shopvestirsi/,"[""seasonal_woven""]",adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,1,1
ig:DdHp428TMXn,instagram,https://www.instagram.com/p/DdHp428TMXn/,"40 under $90 that would easily be mistaken as designer 🤌🏼

If you want the full edit just comment - EDIT and I’ll send it to you 🤍",,annalise_salm,2026-09-10T20:07:15.000Z,152,137,11281,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=176""]",,,Video,False,https://www.instagram.com/annalise_salm/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,10,0
ig:DdFICnjzpqI,instagram,https://www.instagram.com/p/DdFICnjzpqI/,"Unique jeans be on the rise 👀

Comment JEANS and I’ll send the links x",,annalise_salm,2026-09-09T20:33:55.000Z,2833,229,55662,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=177""]",,,Video,False,https://www.instagram.com/annalise_salm/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,15,1
ig:DcwNoe6T766,instagram,https://www.instagram.com/p/DcwNoe6T766/,"there’s something in the air 🤌🏼

📍Malibu",,shezzy.jpeg,2026-09-01T17:36:54.000Z,5,2,160,"[""08-ig-creator-expansion""]","[""raw/08-ig-creator-expansion-items.json#row=178""]",,,Video,False,https://www.instagram.com/shezzy.jpeg/,[],adjacent_fashion_or_other,lexical screening of creator caption/transcript; review source before bag-specific claims,not_available,2026-09-11,1,1
